NCFormat,IPCC,Pollutant,SourceName,EmissionYear,GHG Emissions (MtCO2e),SG_categories,CCP_categories
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2010,0.032504458,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2011,0.033110107,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2012,0.028063129,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2013,0.027293371,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2014,0.026480143,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2015,0.024409634,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2016,0.025721806,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2017,0.025828651,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2018,0.024868923,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,CO2,Agriculture - stationary combustion,2019,0.029643471,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,BaseYear,0.000182726,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,1990,0.000182726,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,1995,0.000197051,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,1998,0.000141584,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,1999,0.000151537,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2000,0.000104309,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2001,0.000111188,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2002,0.000106913,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2003,0.000109026,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2004,0.000112562,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2005,0.000114328,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2006,0.000107714,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2007,0.000105315,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2008,0.000129954,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2009,0.000102841,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2010,0.000143039,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2011,0.00012263,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2012,0.000133466,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2013,0.000200752,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2014,0.000282881,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2015,0.000501154,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2016,0.000463325,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2017,0.000541549,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2018,0.000553727,Agriculture and Related Land Use,Agriculture
Agriculture,1A4ci_Agriculture/Forestry/Fishing:Stationary,N2O,Agriculture - stationary combustion,2019,0.000545886,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,BaseYear,0.001039876,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,1990,0.001039876,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,1995,0.001039876,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,1998,0.001040992,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,1999,0.001020504,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2000,0.000990665,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2001,0.000973737,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2002,0.000970595,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2003,0.000962886,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2004,0.000923792,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2005,0.00093503,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2006,0.000888665,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2007,0.000844045,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2008,0.000823155,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2009,0.000839125,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2010,0.000843859,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2011,0.000854804,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2012,0.000859701,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2013,0.000849093,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2014,0.000849044,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2015,0.000874077,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2016,0.000906911,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2017,0.000899078,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2018,0.000895686,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CH4,Agriculture - mobile machinery,2019,0.000900043,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,BaseYear,0.810008843,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,1990,0.810008843,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,1995,0.810008843,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,1998,0.811814272,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,1999,0.795778749,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2000,0.772424063,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2001,0.759174934,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2002,0.756715651,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2003,0.750682279,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2004,0.720758395,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2005,0.72825017,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2006,0.692644569,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2007,0.658309286,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2008,0.642151485,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2009,0.656207309,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2010,0.660820293,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2011,0.669367128,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2012,0.689626661,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2013,0.681329017,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2014,0.685477549,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2015,0.713763037,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2016,0.754018969,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2017,0.746743245,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2018,0.744387941,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,CO2,Agriculture - mobile machinery,2019,0.747521609,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,BaseYear,0.009982453,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,1990,0.009982453,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,1995,0.009982453,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,1998,0.009993208,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,1999,0.009795805,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2000,0.0095083,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2001,0.009345198,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2002,0.009314923,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2003,0.00924065,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2004,0.008872372,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2005,0.008964387,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2006,0.008526199,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2007,0.008103577,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2008,0.007904424,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2009,0.008077833,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2010,0.008134477,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2011,0.008239696,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2012,0.008489033,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2013,0.008386984,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2014,0.008437775,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2015,0.008785828,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2016,0.009281799,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2017,0.009191568,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2018,0.009162978,Agriculture and Related Land Use,Agriculture
Agriculture,1A4cii_Agriculture/Forestry/Fishing:Off-road,N2O,Agriculture - mobile machinery,2019,0.009201022,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,BaseYear,0.001351524,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,1990,0.001351524,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,1995,0.001672795,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,1998,0.001082139,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,1999,0.001075528,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2000,0.000881986,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2001,0.000826747,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2002,0.000865772,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2003,0.001324407,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2004,0.001259204,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2005,0.000359823,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2006,0.000465139,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2007,0.000423861,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2008,0.000263351,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2009,0.000281559,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2010,0.000379963,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2011,0.000370664,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2012,0.000281915,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2013,0.0002838,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2014,0.000274697,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2015,0.000272107,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2016,0.000270804,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2017,0.000277605,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2018,0.000274607,Agriculture and Related Land Use,Agriculture
Agriculture,2D1_Lubricant_Use,CO2,Agricultural engines,2019,0.000273698,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,BaseYear,0.596122565,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,1990,0.596122565,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,1995,0.567505625,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,1998,0.556569278,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,1999,0.556043329,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,2000,0.541673908,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,2001,0.530185083,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,2002,0.54682338,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,2003,0.555538516,Agriculture and Related Land Use,Agriculture
Agriculture,3A1a Enteric Fermentation - dairy cows,CH4,Enteric,2004,0.550924689,Agriculture and Related Land Use,Agriculture
